StartTime,EndTime,FilteredVolume,FilteredDuration,FilteredFlowRate,OriginalVolume,OriginalDuration,OriginalFlowRate,RMS,Number_of_peaks,Peak_Value,Mode_Value,Label
7/21/20 15:59:23,7/21/20 15:59:31,0.124857,0.133333333,0.9364275,0.124857,0.133333333,0.9364275,0.065805417,0,0.083238,0.041619,faucet
7/21/20 16:13:23,7/21/20 16:14:43,3.163044,1.333333333,2.372283,3.662472,1.333333333,2.746854,0.166476,4,0.208095,0.166476,toilet
7/21/20 18:10:3,7/21/20 18:10:15,0.166476,0.2,0.83238,0.166476,0.2,0.83238,0.058858154,0,0.083238,0.041619,faucet
7/21/20 18:28:55,7/21/20 18:29:3,0.083238,0.133333333,0.624285,0.124857,0.133333333,0.9364275,0.041619,0,0.041619,0.041619,faucet
7/21/20 18:55:19,7/21/20 18:56:19,1.872855,1,1.872855,2.164188,1,2.164188,0.132048808,4,0.166476,0.166476,toilet
7/21/20 19:02:39,7/21/20 19:03:55,3.038187,1.266666667,2.398568684,3.579234,1.266666667,2.825711053,0.164548173,2,0.208095,0.166476,toilet
7/21/20 19:17:23,7/21/20 19:17:47,1.914474,0.4,4.786185,2.372283,0.4,5.9307075,0.332952,1,0.41619,0.374571,toilet
7/21/20 19:49:11,7/21/20 19:50:23,3.163044,1.2,2.63587,3.579234,1.2,2.982695,0.181413015,2,0.208095,0.208095,toilet
7/21/20 20:43:11,7/21/20 20:43:39,0.332952,0.466666667,0.713468571,0.41619,0.466666667,0.891835714,0.049744219,0,0.083238,0.041619,faucet
7/21/20 20:45:35,7/21/20 20:45:51,0.166476,0.266666667,0.624285,0.208095,0.266666667,0.78035625,0.041619,0,0.041619,0.041619,faucet
7/21/20 20:46:19,7/21/20 20:47:11,0.582666,0.866666667,0.672306923,0.915618,0.866666667,1.056482308,0.046172135,0,0.083238,0.041619,faucet
7/21/20 20:48:23,7/21/20 20:48:35,0.124857,0.2,0.624285,0.166476,0.2,0.83238,0.041619,0,0.041619,0.041619,faucet
7/21/20 20:48:39,7/21/20 20:49:11,0.332952,0.533333333,0.624285,0.457809,0.533333333,0.858391875,0.041619,0,0.041619,0.041619,faucet
7/21/20 20:50:15,7/21/20 20:50:27,0.124857,0.2,0.624285,0.166476,0.2,0.83238,0.041619,0,0.041619,0.041619,faucet
7/21/20 21:00:51,7/21/20 21:06:35,11.070654,5.733333333,1.930928023,12.4857,5.733333333,2.177738372,0.13099726,3,0.249714,0.124857,shower
7/21/20 21:10:51,7/21/20 21:11:11,0.208095,0.333333333,0.624285,0.332952,0.333333333,0.998856,0.041619,0,0.041619,0.041619,faucet
7/21/20 21:11:27,7/21/20 21:12:11,0.499428,0.733333333,0.681038182,0.665904,0.733333333,0.908050909,0.046952564,0,0.083238,0.041619,faucet
7/21/20 21:14:3,7/21/20 21:15:15,2.788473,1.2,2.3237275,3.495996,1.2,2.91333,0.157872058,1,0.166476,0.166476,toilet
7/21/20 21:22:51,7/21/20 21:29:19,23.181783,6.466666667,3.584811804,25.678923,6.466666667,3.970967474,0.260459631,8,0.374571,0.291333,hose
7/21/20 21:32:27,7/21/20 21:33:19,0.541047,0.866666667,0.624285,0.915618,0.866666667,1.056482308,0.041619,0,0.041619,0.041619,faucet
7/21/20 21:34:3,7/21/20 21:36:47,2.49714,2.733333333,0.913587805,2.830092,2.733333333,1.035399512,0.073536795,2,0.166476,0.041619,faucet
7/21/20 21:36:59,7/21/20 21:37:19,0.208095,0.333333333,0.624285,0.291333,0.333333333,0.873999,0.041619,0,0.041619,0.041619,faucet
7/21/20 21:38:35,7/21/20 21:40:11,3.704091,1.6,2.315056875,4.369995,1.6,2.731246875,0.156878421,3,0.166476,0.166476,toilet
7/21/20 21:41:7,7/21/20 21:41:23,0.374571,0.266666667,1.40464125,0.499428,0.266666667,1.872855,0.099798856,0,0.124857,0.124857,toilet
7/21/20 21:46:27,7/21/20 21:46:43,0.166476,0.266666667,0.624285,0.208095,0.266666667,0.78035625,0.041619,0,0.041619,0.041619,faucet
7/21/20 22:13:7,7/21/20 22:14:7,1.914474,1,1.914474,2.164188,1,2.164188,0.135074869,3,0.166476,0.166476,toilet
7/21/20 22:40:35,7/21/20 22:41:47,2.830092,1.2,2.35841,3.579234,1.2,2.982695,0.159991241,0,0.166476,0.166476,toilet
7/22/20 0:49:59,7/22/20 0:50:55,1.914474,0.933333333,2.051222143,2.205807,0.933333333,2.363364643,0.141574531,2,0.166476,0.166476,toilet
7/22/20 3:44:7,7/22/20 4:43:43,38.788908,59.6,0.650820604,70.294491,59.6,1.179437768,0.049487603,2,0.582666,0.041619,irrigation
7/22/20 4:59:7,7/22/20 7:21:19,2983.041825,142.2,20.97779061,3026.034252,142.2,21.28012835,1.468696004,42,2.413902,1.498284,irrigation
7/22/20 7:21:35,7/22/20 7:21:43,0.124857,0.133333333,0.9364275,0.124857,0.133333333,0.9364275,0.065805417,0,0.083238,0.041619,faucet
7/22/20 7:22:15,7/22/20 7:28:43,8.074086,6.466666667,1.24857,10.987416,6.466666667,1.699084948,0.083665962,2,0.124857,0.083238,shower
7/22/20 7:36:47,7/22/20 7:37:59,0.749142,1.2,0.624285,1.24857,1.2,1.040475,0.041619,0,0.041619,0.041619,faucet
7/22/20 7:38:59,7/22/20 7:39:7,0.083238,0.133333333,0.624285,0.124857,0.133333333,0.9364275,0.041619,0,0.041619,0.041619,faucet
7/22/20 7:39:39,7/22/20 7:40:51,0.790761,1.2,0.6589675,1.24857,1.2,1.040475,0.044953658,0,0.083238,0.041619,faucet
7/22/20 7:47:3,7/22/20 7:47:27,0.291333,0.4,0.7283325,0.374571,0.4,0.9364275,0.050972657,0,0.083238,0.041619,faucet
7/22/20 7:59:59,7/22/20 8:01:19,0.83238,1.333333333,0.624285,1.331808,1.333333333,0.998856,0.041619,0,0.041619,0.041619,faucet
7/22/20 8:02:43,7/22/20 8:03:11,0.291333,0.466666667,0.624285,0.457809,0.466666667,0.981019286,0.041619,0,0.041619,0.041619,faucet
7/22/20 8:03:35,7/22/20 8:03:47,0.166476,0.2,0.83238,0.208095,0.2,1.040475,0.058858154,0,0.083238,0.041619,faucet
7/22/20 8:04:3,7/22/20 8:04:23,0.208095,0.333333333,0.624285,0.332952,0.333333333,0.998856,0.041619,0,0.041619,0.041619,faucet
7/22/20 8:54:19,7/22/20 8:55:15,1.831236,0.933333333,1.962038571,2.205807,0.933333333,2.363364643,0.137135349,3,0.166476,0.166476,toilet
7/22/20 9:08:43,7/22/20 9:09:39,1.831236,0.933333333,1.962038571,2.164188,0.933333333,2.318772857,0.137135349,3,0.166476,0.124857,toilet
7/22/20 9:15:3,7/22/20 9:15:27,0.249714,0.4,0.624285,0.374571,0.4,0.9364275,0.041619,0,0.041619,0.041619,faucet
7/22/20 9:21:7,7/22/20 9:22:7,0.749142,1,0.749142,1.123713,1,1.123713,0.052644334,2,0.083238,0.041619,faucet
7/22/20 9:23:47,7/22/20 9:24:23,0.374571,0.6,0.624285,0.665904,0.6,1.10984,0.041619,0,0.041619,0.041619,faucet
7/22/20 9:47:23,7/22/20 9:47:39,0.208095,0.266666667,0.78035625,0.249714,0.266666667,0.9364275,0.055056762,0,0.083238,0.041619,faucet
7/22/20 9:52:23,7/22/20 9:52:35,0.124857,0.2,0.624285,0.166476,0.2,0.83238,0.041619,0,0.041619,0.041619,faucet
7/22/20 9:57:43,7/22/20 9:57:55,0.124857,0.2,0.624285,0.166476,0.2,0.83238,0.041619,0,0.041619,0.041619,faucet
7/22/20 10:08:59,7/22/20 10:09:27,0.291333,0.466666667,0.624285,0.374571,0.466666667,0.802652143,0.041619,0,0.041619,0.041619,faucet
7/22/20 10:11:31,7/22/20 10:12:35,0.665904,1.066666667,0.624285,1.123713,1.066666667,1.053480938,0.041619,0,0.041619,0.041619,faucet
7/22/20 10:12:55,7/22/20 10:13:7,0.124857,0.2,0.624285,0.166476,0.2,0.83238,0.041619,0,0.041619,0.041619,faucet
7/22/20 10:19:47,7/22/20 10:20:11,1.914474,0.4,4.786185,2.247426,0.4,5.618565,0.334681632,1,0.41619,0.291333,toilet
7/22/20 10:24:43,7/22/20 10:28:39,13.567794,3.933333333,3.449439153,15.107697,3.933333333,3.840939915,0.235806419,4,0.291333,0.249714,hose
7/22/20 10:30:31,7/22/20 10:31:43,3.038187,1.2,2.5318225,3.579234,1.2,2.982695,0.172995809,2,0.208095,0.166476,toilet
7/22/20 11:28:35,7/22/20 11:29:23,0.499428,0.8,0.624285,0.790761,0.8,0.98845125,0.041619,0,0.041619,0.041619,faucet
7/22/20 11:43:19,7/22/20 11:44:35,3.163044,1.266666667,2.49714,3.620853,1.266666667,2.858568158,0.174497044,3,0.208095,0.166476,toilet
7/22/20 11:48:35,7/22/20 11:53:39,6.492564,5.066666667,1.281427105,8.781609,5.066666667,1.733212303,0.086197297,2,0.124857,0.083238,shower
7/22/20 11:58:15,7/22/20 11:58:27,0.124857,0.2,0.624285,0.166476,0.2,0.83238,0.041619,0,0.041619,0.041619,faucet
7/22/20 12:01:35,7/22/20 12:02:11,0.374571,0.6,0.624285,0.374571,0.6,0.624285,0.041619,0,0.041619,0.041619,faucet
7/22/20 12:15:51,7/22/20 12:16:51,1.872855,1,1.872855,2.205807,1,2.205807,0.132048808,4,0.166476,0.166476,toilet
7/22/20 12:20:31,7/22/20 12:20:59,1.914474,0.466666667,4.102444286,2.289045,0.466666667,4.905096429,0.306643963,1,0.41619,0.41619,toilet
7/22/20 12:21:59,7/22/20 12:26:31,11.278749,4.533333333,2.487959338,13.276461,4.533333333,2.928631103,0.166858089,2,0.208095,0.166476,clothwasher
7/22/20 12:28:15,7/22/20 12:28:39,0.249714,0.4,0.624285,0.249714,0.4,0.624285,0.041619,0,0.041619,0.041619,faucet
7/22/20 12:34:31,7/22/20 12:35:7,1.206951,0.6,2.011585,1.415046,0.6,2.35841,0.140795573,1,0.166476,0.166476,toilet
7/22/20 12:38:3,7/22/20 12:38:31,0.749142,0.466666667,1.605304286,0.957237,0.466666667,2.051222143,0.113434273,1,0.166476,0.124857,toilet
7/22/20 12:39:23,7/22/20 12:39:39,0.332952,0.266666667,1.24857,0.457809,0.266666667,1.71678375,0.088287231,0,0.124857,0.083238,faucet
7/22/20 12:47:55,7/22/20 12:48:11,0.166476,0.266666667,0.624285,0.249714,0.266666667,0.9364275,0.041619,0,0.041619,0.041619,faucet
7/22/20 13:03:3,7/22/20 13:03:19,0.166476,0.266666667,0.624285,0.208095,0.266666667,0.78035625,0.041619,0,0.041619,0.041619,faucet
7/22/20 13:07:35,7/22/20 13:08:31,1.831236,0.933333333,1.962038571,2.164188,0.933333333,2.318772857,0.136230156,3,0.166476,0.166476,toilet
7/22/20 13:12:15,7/22/20 13:13:11,1.997712,0.933333333,2.140405714,2.330664,0.933333333,2.49714,0.152512889,5,0.208095,0.166476,toilet
7/22/20 13:42:15,7/22/20 13:42:39,0.249714,0.4,0.624285,0.332952,0.4,0.83238,0.041619,0,0.041619,0.041619,faucet
7/22/20 13:46:47,7/22/20 13:46:59,0.124857,0.2,0.624285,0.208095,0.2,1.040475,0.041619,0,0.041619,0.041619,faucet
7/22/20 14:01:11,7/22/20 14:01:27,0.166476,0.266666667,0.624285,0.166476,0.266666667,0.624285,0.041619,0,0.041619,0.041619,faucet
7/22/20 14:15:3,7/22/20 14:15:31,1.956093,0.466666667,4.191627857,2.372283,0.466666667,5.083463571,0.299706342,0,0.41619,0.291333,toilet
7/22/20 14:30:15,7/22/20 14:30:27,0.124857,0.2,0.624285,0.166476,0.2,0.83238,0.041619,0,0.041619,0.041619,faucet
7/22/20 14:30:43,7/22/20 14:30:51,0.124857,0.133333333,0.9364275,0.124857,0.133333333,0.9364275,0.065805417,0,0.083238,0.041619,faucet
7/22/20 14:40:55,7/22/20 14:42:7,3.163044,1.2,2.63587,3.579234,1.2,2.982695,0.178741102,2,0.208095,0.166476,toilet
7/22/20 14:56:31,7/22/20 14:56:47,0.166476,0.266666667,0.624285,0.166476,0.266666667,0.624285,0.041619,0,0.041619,0.041619,faucet
7/22/20 16:43:7,7/22/20 16:44:19,2.788473,1.2,2.3237275,3.495996,1.2,2.91333,0.157261332,1,0.166476,0.166476,toilet
7/22/20 16:49:59,7/22/20 16:50:11,0.124857,0.2,0.624285,0.166476,0.2,0.83238,0.041619,0,0.041619,0.041619,faucet
7/22/20 16:55:43,7/22/20 16:56:59,3.079806,1.266666667,2.431425789,3.537615,1.266666667,2.792853947,0.16972991,3,0.208095,0.208095,toilet
7/22/20 18:05:11,7/22/20 18:05:23,0.124857,0.2,0.624285,0.166476,0.2,0.83238,0.041619,0,0.041619,0.041619,faucet
7/22/20 18:07:47,7/22/20 18:12:27,2.91333,4.666666667,0.624285,4.952661,4.666666667,1.0612845,0.041619,0,0.041619,0.041619,faucet
7/22/20 18:22:31,7/22/20 18:22:55,0.291333,0.4,0.7283325,0.374571,0.4,0.9364275,0.050972657,0,0.083238,0.041619,faucet
7/22/20 19:49:23,7/22/20 20:01:43,23.223402,12.4,1.872855,26.053494,12.4,1.872855,0.157596539,6,0.124857,0.124857,shower
7/22/20 19:49:23,7/22/20 19:49:31,0.124857,0.2,0.624285,0.249714,0.2,1.24857,0.157596539,6,0.041619,0.041619,faucet
7/22/20 19:54:31,7/22/20 19:54:39,0.124857,0.2,0.624285,0.208095,0.2,1.040475,0.157596539,6,0.041619,0.041619,faucet
7/22/20 19:58:15,7/22/20 19:59:35,3.704091,1.4,2.645779286,3.787329,1.4,2.645779286,0.157596539,6,0.208095,0.208095,toilet
7/22/20 21:01:55,7/22/20 21:02:19,0.249714,0.4,0.624285,0.332952,0.4,0.83238,0.041619,0,0.041619,0.041619,faucet
7/22/20 21:23:23,7/22/20 21:23:35,0.124857,0.2,0.624285,0.166476,0.2,0.83238,0.041619,0,0.041619,0.041619,faucet
7/22/20 21:41:43,7/22/20 21:42:59,2.871711,1.266666667,2.267140263,3.495996,1.266666667,2.759996842,0.154843406,1,0.166476,0.166476,toilet
7/22/20 21:44:51,7/22/20 21:45:7,0.166476,0.266666667,0.624285,0.166476,0.266666667,0.624285,0.041619,0,0.041619,0.041619,faucet
7/22/20 21:45:43,7/22/20 21:46:59,2.830092,1.266666667,2.234283158,3.495996,1.266666667,2.759996842,0.153364447,1,0.166476,0.166476,toilet
7/22/20 21:47:19,7/22/20 21:47:31,0.124857,0.2,0.624285,0.166476,0.2,0.83238,0.041619,0,0.041619,0.041619,faucet
7/22/20 21:48:47,7/22/20 21:49:43,1.831236,0.933333333,1.962038571,2.205807,0.933333333,2.363364643,0.137135349,3,0.166476,0.166476,toilet
7/22/20 21:50:43,7/22/20 21:52:3,3.495996,1.333333333,2.621997,3.870567,1.333333333,2.90292525,0.181413015,2,0.208095,0.208095,toilet
7/22/20 22:06:39,7/22/20 22:07:39,1.872855,1,1.872855,2.205807,1,2.205807,0.133786367,2,0.166476,0.166476,toilet
7/23/20 3:44:15,7/23/20 4:43:39,38.247861,59.4,0.643903384,68.921064,59.4,1.160287273,0.047385316,2,0.499428,0.041619,irrigation
7/23/20 7:20:47,7/23/20 7:21:47,1.914474,1,1.914474,2.205807,1,2.205807,0.135074869,3,0.166476,0.166476,toilet
7/23/20 7:35:3,7/23/20 7:36:19,3.704091,1.266666667,2.924282368,4.078662,1.266666667,3.219996316,0.204560221,3,0.249714,0.249714,toilet
7/23/20 7:58:31,7/23/20 7:58:55,0.249714,0.4,0.624285,0.374571,0.4,0.9364275,0.041619,0,0.041619,0.041619,faucet
7/23/20 8:02:31,7/23/20 8:03:47,3.32952,1.266666667,2.628568421,3.828948,1.266666667,3.022853684,0.183163422,3,0.249714,0.208095,toilet
7/23/20 8:17:3,7/23/20 8:17:59,1.706379,0.933333333,1.828263214,2.122569,0.933333333,2.274181071,0.129239273,4,0.166476,0.124857,toilet
7/23/20 9:06:47,7/23/20 9:07:59,2.788473,1.2,2.3237275,3.537615,1.2,2.9480125,0.157872058,1,0.166476,0.166476,toilet
7/23/20 9:12:15,7/23/20 9:12:27,0.124857,0.2,0.624285,0.166476,0.2,0.83238,0.041619,0,0.041619,0.041619,faucet
7/23/20 9:14:27,7/23/20 9:14:35,0.124857,0.133333333,0.9364275,0.124857,0.133333333,0.9364275,0.065805417,0,0.083238,0.041619,faucet
7/23/20 9:14:43,7/23/20 9:14:51,0.083238,0.133333333,0.624285,0.124857,0.133333333,0.9364275,0.041619,0,0.041619,0.041619,faucet
7/23/20 9:16:23,7/23/20 9:16:39,0.208095,0.266666667,0.78035625,0.291333,0.266666667,1.09249875,0.055056762,0,0.083238,0.041619,faucet
7/23/20 9:25:15,7/23/20 9:25:39,0.291333,0.4,0.7283325,0.41619,0.4,1.040475,0.050972657,0,0.083238,0.041619,faucet
7/23/20 9:35:39,7/23/20 9:36:35,1.831236,0.933333333,1.962038571,2.164188,0.933333333,2.318772857,0.138034607,3,0.166476,0.166476,toilet
7/23/20 9:38:31,7/23/20 9:38:51,0.208095,0.333333333,0.624285,0.291333,0.333333333,0.873999,0.041619,0,0.041619,0.041619,faucet
7/23/20 9:39:35,7/23/20 9:39:47,0.124857,0.2,0.624285,0.166476,0.2,0.83238,0.041619,0,0.041619,0.041619,faucet
7/23/20 10:03:43,7/23/20 10:10:55,9.031323,7.266666667,1.242842615,11.694939,7.266666667,1.254297385,0.127189799,10,0.083238,0.083238,shower
7/23/20 10:03:47,7/23/20 10:05:19,3.038187,1.6,1.898866875,3.454377,1.6,2.02892625,0.127189799,4,0.208095,0.208095,toilet
7/23/20 10:15:47,7/23/20 10:20:23,11.445225,4.6,2.488092391,13.359699,4.6,2.904282391,0.167153193,2,0.208095,0.166476,clothwasher
7/23/20 10:28:23,7/23/20 10:28:59,1.123713,0.6,1.872855,1.415046,0.6,2.35841,0.132339985,2,0.166476,0.166476,toilet
7/23/20 10:31:59,7/23/20 10:32:19,0.665904,0.333333333,1.997712,0.915618,0.333333333,2.746854,0.136773991,1,0.166476,0.124857,toilet
7/23/20 10:33:19,7/23/20 10:33:35,0.291333,0.266666667,1.09249875,0.457809,0.266666667,1.71678375,0.080594847,1,0.124857,0.041619,faucet
7/23/20 11:07:15,7/23/20 11:07:51,0.624285,0.6,1.040475,0.749142,0.6,1.24857,0.072086223,1,0.083238,0.083238,faucet
7/23/20 11:12:31,7/23/20 11:12:39,0.124857,0.133333333,0.9364275,0.124857,0.133333333,0.9364275,0.065805417,0,0.083238,0.041619,faucet
7/23/20 11:13:35,7/23/20 11:13:55,0.208095,0.333333333,0.624285,0.249714,0.333333333,0.749142,0.041619,0,0.041619,0.041619,faucet
7/23/20 11:22:3,7/23/20 11:22:59,1.872855,0.933333333,2.006630357,2.164188,0.933333333,2.318772857,0.141136896,3,0.166476,0.166476,toilet
7/23/20 11:49:43,7/23/20 12:05:7,28.966824,15.46666667,1.872855,29.507871,15.46666667,1.872855,0.199017077,15,0.124857,0.124857,shower
7/23/20 11:50:7,7/23/20 11:50:15,0.124857,0.2,0.624285,0.124857,0.2,0.624285,0.199017077,11,0.041619,0.041619,faucet
7/23/20 11:53:7,7/23/20 11:53:31,0.291333,0.466666667,0.624285,0.499428,0.466666667,1.070202857,0.199017077,11,0.041619,0.041619,faucet
7/23/20 11:57:47,7/23/20 12:05:3,13.442937,7.333333333,1.833127773,15.81522,7.333333333,2.145270273,0.199017077,11,0.332952,0.332952,hose
7/23/20 12:04:51,7/23/20 12:04:55,0.083238,0.133333333,0.624285,0.124857,0.133333333,0.624285,0.199017077,11,0.041619,0.041619,faucet
7/23/20 12:27:43,7/23/20 12:28:59,2.830092,1.266666667,2.234283158,3.537615,1.266666667,2.792853947,0.154548746,1,0.166476,0.166476,toilet
7/23/20 13:17:59,7/23/20 13:18:11,0.124857,0.2,0.624285,0.124857,0.2,0.624285,0.041619,0,0.041619,0.041619,faucet
7/23/20 13:19:3,7/23/20 13:19:11,0.124857,0.133333333,0.9364275,0.124857,0.133333333,0.9364275,0.065805417,0,0.083238,0.041619,faucet
7/23/20 13:24:47,7/23/20 13:26:3,3.662472,1.266666667,2.891425263,4.1619,1.266666667,3.285710526,0.2025448,4,0.249714,0.249714,toilet
7/23/20 13:27:31,7/23/20 13:37:19,12.277605,9.866666667,1.244351858,15.898458,9.866666667,1.252788142,0.090577388,17,0.083238,0.083238,shower
7/23/20 13:27:31,7/23/20 13:27:55,0.291333,0.466666667,0.624285,0.332952,0.466666667,0.624285,0.090577388,6,0.041619,0.041619,faucet
7/23/20 13:27:35,7/23/20 13:27:39,0.083238,0.133333333,0.624285,0.249714,0.133333333,0.624285,0.090577388,6,0.041619,0.041619,faucet
7/23/20 13:35:39,7/23/20 13:36:3,0.457809,0.466666667,0.981019286,0.582666,0.466666667,1.159386429,0.090577388,6,0.083238,0.083238,faucet
7/23/20 13:46:59,7/23/20 13:47:39,0.457809,0.666666667,0.6867135,0.582666,0.666666667,0.873999,0.047452961,0,0.083238,0.041619,faucet
7/23/20 13:47:43,7/23/20 13:47:55,0.124857,0.2,0.624285,0.124857,0.2,0.624285,0.041619,0,0.041619,0.041619,faucet
7/23/20 14:45:23,7/23/20 14:46:3,0.41619,0.666666667,0.624285,0.624285,0.666666667,0.9364275,0.041619,0,0.041619,0.041619,faucet
7/23/20 14:46:11,7/23/20 14:46:47,0.41619,0.6,0.69365,0.624285,0.6,1.040475,0.048057482,0,0.083238,0.041619,faucet
7/23/20 14:49:23,7/23/20 14:50:19,1.872855,0.933333333,2.006630357,2.164188,0.933333333,2.318772857,0.141136896,2,0.166476,0.166476,toilet
7/23/20 16:05:59,7/23/20 16:07:39,1.040475,1.666666667,0.624285,1.498284,1.666666667,0.8989704,0.041619,0,0.041619,0.041619,faucet
7/23/20 16:38:31,7/23/20 16:38:47,0.208095,0.266666667,0.78035625,0.249714,0.266666667,0.9364275,0.055056762,0,0.083238,0.041619,faucet
7/23/20 16:42:43,7/23/20 16:43:11,0.291333,0.466666667,0.624285,0.457809,0.466666667,0.981019286,0.041619,0,0.041619,0.041619,faucet
7/23/20 16:43:43,7/23/20 16:44:39,0.624285,0.933333333,0.668876786,1.040475,0.933333333,1.114794643,0.045861904,0,0.083238,0.041619,faucet
7/23/20 16:57:43,7/23/20 16:58:23,0.41619,0.666666667,0.624285,0.707523,0.666666667,1.0612845,0.041619,0,0.041619,0.041619,faucet
7/23/20 16:58:39,7/23/20 16:59:35,1.914474,0.933333333,2.051222143,2.164188,0.933333333,2.318772857,0.142445767,2,0.166476,0.166476,toilet
7/23/20 17:15:27,7/23/20 17:16:55,0.915618,1.466666667,0.624285,1.581522,1.466666667,1.078310455,0.041619,0,0.041619,0.041619,faucet
